iter	MultiClass
817	0.006045677433
818	0.006033956988
819	0.006024605004
820	0.006017849884
821	0.006004379235
822	0.005998710096
823	0.00599091149
824	0.00598339013
825	0.005978269627
826	0.005969446832
827	0.005958104686
828	0.005948428994
829	0.005941697072
830	0.005934523458
831	0.00592620578
832	0.005919177373
833	0.005911204303
834	0.005905011898
835	0.005898898682
836	0.005887849799
837	0.00587836445
838	0.005865625744
839	0.005859259904
840	0.005852479694
841	0.005845468322
842	0.005836163221
843	0.005830027131
844	0.005823307211
845	0.005814125884
846	0.00580654679
847	0.005798756611
848	0.005793313045
849	0.005783959585
850	0.005777638875
851	0.005772427546
852	0.005765503494
853	0.00575823931
854	0.005752094216
855	0.005747630072
856	0.005742425474
857	0.005736258745
858	0.005730475025
859	0.005724187468
860	0.005719619411
861	0.005707388766
862	0.00570101381
863	0.005693560047
864	0.005686522435
865	0.005681520395
866	0.005671931711
867	0.005665357643
868	0.005658048303
869	0.005651345078
870	0.005646291068
871	0.005639074142
872	0.005630215151
873	0.005623754452
874	0.005616589454
875	0.005610508801
876	0.005605119932
877	0.005600001005
878	0.005594675851
879	0.005587111286
880	0.005579577079
881	0.005571980412
882	0.005566194456
883	0.005558625036
884	0.005552772327
885	0.005547886115
886	0.005541559995
887	0.005534303593
888	0.005526882698
889	0.005518627415
890	0.005510674235
891	0.005499169072
892	0.005491006519
893	0.005482031486
894	0.005475731956
895	0.005468623483
896	0.005461404551
897	0.005455921563
898	0.005451854032
899	0.005443476546
900	0.00543850184
901	0.005433413823
902	0.005426262215
903	0.005417874504
904	0.005411570117
905	0.005404313094
906	0.005399881718
907	0.005394857375
908	0.005388318395
909	0.005383241349
910	0.005375573136
911	0.005366037271
912	0.005354410261
913	0.005348463852
914	0.005336746757
915	0.005327704195
916	0.005322605011
917	0.005317841201
918	0.005310133135
919	0.005306297264
920	0.005301022513
921	0.005294070142
922	0.005286912786
923	0.005280001033
924	0.005275617649
925	0.005268532667
926	0.005260197238
927	0.005255926638
928	0.005250360866
929	0.005241766105
930	0.005232962025
931	0.005225422413
932	0.005219926101
933	0.005212267758
934	0.005205986706
935	0.005198754351
936	0.005193261562
937	0.005188616944
938	0.005183270797
939	0.00517671711
940	0.005166793156
941	0.005162694356
942	0.005158695738
943	0.005153467728
944	0.005148134138
945	0.00514389789
946	0.005137263064
947	0.005129744154
948	0.005124778583
949	0.005120223627
950	0.005114614973
951	0.005108525471
952	0.005103986391
953	0.005097191962
954	0.005091712259
955	0.005086214064
956	0.005079945289
957	0.005074121484
958	0.005068172322
959	0.005063124084
960	0.005058542686
961	0.00505220222
962	0.005048245237
963	0.005043165143
964	0.005038785798
965	0.005033410273
966	0.005029082363
967	0.005024539526
968	0.005015978598
969	0.005010392739
970	0.00500473311
971	0.00499865719
972	0.004993295697
973	0.004989444791
974	0.004983380973
975	0.004977673299
976	0.004968477457
977	0.004963042866
978	0.004959014031
979	0.004954695794
980	0.004949550653
981	0.004945857937
982	0.004941217103
983	0.004937079294
984	0.004932324778
985	0.004927133304
986	0.004922600722
987	0.004919064945
988	0.004914109373
989	0.004910461619
990	0.004905598925
991	0.004900409239
992	0.004895361358
993	0.004890030546
994	0.004884211181
995	0.004875340472
996	0.004871547591
997	0.004867360857
998	0.004862197714
999	0.004858153415
