,id,count
141,396,-0.063021645
142,401,-0.03707283
143,407,-0.07622688
144,409,-0.04618487
145,410,-0.043310646
146,416,-0.033746775
147,418,-0.054080676
148,420,-0.049757514
149,421,-0.06875053
150,422,-0.069780916
151,424,-0.05971403
152,428,-0.044458926
153,429,-0.06805113
154,431,-0.026305294
155,435,-0.18575934
156,439,-0.03650322
157,441,-0.17754756
158,447,-0.057343144
159,449,-0.03694543
160,451,-0.06389618
161,452,-0.057333514
162,454,-0.04969688
163,458,-0.08108987
164,463,-0.024909524
165,467,-0.033501636
166,470,-0.20900555
167,471,-0.049092323
168,474,-0.05392013
169,478,-0.04587506
170,483,-0.03928222
171,484,-0.0583728
172,485,-0.061468445
173,486,-0.025555141
174,491,-0.0128581505
175,494,-0.012137385
176,495,-0.024249034
177,497,-0.03207531
178,499,-0.07265628
179,515,-0.05010735
180,518,-0.077303335
181,521,-0.054870293
182,525,
183,529,-0.05403853
184,532,-0.05688178
185,534,-0.07266506
186,540,-0.060637277
187,544,-0.039261416
188,547,-0.034414697
189,549,-0.04279316
190,563,-0.032002732
191,564,-0.03567184
192,567,-0.03011307
193,572,-0.02553826
194,577,-0.053806942
195,578,-0.060657617
196,585,-0.046562847
197,588,-0.06931429
198,589,-0.029638136
199,590,-0.052959293
200,592,-0.04013897
201,594,-0.22898799
202,596,-0.04374132
203,598,-0.06096798
204,599,-0.040517874
205,605,-0.074724205
206,606,-0.048717286
207,607,-0.0493078
208,608,-0.0741552
209,609,
210,610,-0.06686852
211,611,-0.08836479
212,614,
213,615,-0.08716815
214,616,-0.04773953
215,617,-0.051088076
216,618,-0.06692305
217,624,-0.040477194
218,629,-0.027716046
219,631,-0.050491314
220,633,-0.036926504
221,637,-0.07809976
222,638,-0.037754197
223,643,
224,644,-0.053343646
225,645,-0.056916457
226,646,-0.049577866
227,648,-0.07411617
228,650,-0.06504165
229,651,-0.034433324
230,652,-0.07235741
231,656,-0.050234087
232,657,-0.02717044
233,659,-0.026570473
234,660,-0.05816892
235,662,-0.03352332
236,665,-0.053313438
237,675,
238,681,-0.061021518
239,682,-0.05857067
240,685,-0.05162613
241,686,-0.053101152
242,689,-0.058592107
243,696,-0.03829988
244,703,-0.03846158
245,704,-0.021783663
246,705,-0.062180992
247,714,-0.06859158
248,717,-0.02910227
249,718,-0.0483234
250,720,-0.05975319
251,721,-0.066362485
252,723,-0.07374051
253,726,-0.034284372
254,728,-0.0338343
255,730,-0.01580251
256,731,-0.07411595
257,734,-0.048207235
258,737,-0.06914881
259,738,-0.060409103
260,745,-0.06052159
261,746,-0.043127257
262,749,-0.063696966
263,752,-0.043392073
264,753,-0.022884523
265,758,-0.06364146
266,765,-0.050097674
267,766,-0.069054574
268,768,-0.061549466
269,769,-0.035036165
270,774,-0.05557583
271,775,-0.05657112
272,781,
273,784,-0.05638585
274,794,-0.068790875
275,795,-0.06385518
276,796,-0.07499586
277,802,-0.17090693
278,803,-0.06803699
279,805,-0.04740789
280,806,-0.053458072
281,807,-0.0253402
282,809,-0.03973134
283,810,-0.06447575
284,812,-0.037479907
285,814,-0.024638608
286,818,-0.05784859
287,819,-0.05300991
288,825,-0.187795
289,836,-0.034037873
290,839,-0.051061578
291,847,-0.068566
292,848,-0.054540075
293,851,-0.042424705
294,852,-0.042142335
295,853,-0.18874905
296,857,-0.049460918
297,858,-0.04720359
298,859,-0.04865009
299,861,-0.18655282
300,867,-0.053209845
301,870,-0.051323157
302,871,-0.06632589
303,872,-0.0414397
304,874,-0.041104082
305,881,-0.054589238
306,886,-0.048128594
307,890,
308,895,-0.05327114
309,899,-0.03439796
310,900,-0.072145835
311,901,-0.05901038
312,902,-0.047639545
313,903,-0.06301201
314,913,-0.065079466
315,918,-0.07940398
316,923,-0.07257848
317,924,-0.07873042
318,926,-0.053541753
319,927,-0.061131377
320,930,-0.028242948
321,934,-0.049548578
322,937,-0.050198115
323,939,-0.06975922
324,941,-0.061750304
325,942,-0.054884743
326,946,-0.033946082
327,950,-0.016769363
328,953,-0.018542515
329,959,-0.1799067
330,961,-0.04401033
331,962,-0.08724562
332,964,-0.20948462
333,969,-0.021894729
334,971,-0.050654013
335,976,-0.03344558
336,978,-0.064454846
337,980,-0.044832055
338,981,-0.046370476
339,990,-0.053739496
340,993,-0.05370336
341,996,-0.06276087
342,998,-0.07424984
343,999,-0.050198104
344,1006,-0.040854905
345,1008,-0.034678966
346,1013,-0.063055925
347,1015,-0.00730527
348,1016,-0.03554221
349,1022,-0.053241547
350,1026,-0.0339435
351,1028,-0.05642682
352,1031,-0.12859951
353,1034,
354,1037,-0.057757977
355,1040,
356,1042,-0.06450026
357,1046,-0.07265198
358,1048,-0.043069303
359,1049,-0.043762352
360,1050,
361,1051,-0.053994764
362,1052,-0.03978538
363,1055,-0.0040880274
364,1060,-0.047028184
365,1064,-0.06672074
366,1066,-0.038478624
367,1071,-0.038505625
368,1073,-0.06206766
369,1089,-0.062303964
370,1091,-0.027812695
371,1092,-0.03942928
372,1093,-0.05644677
373,1096,-0.042449154
374,1097,-0.029907623
375,1098,-0.057720184
376,1099,-0.036508877
377,1102,-0.0399596
378,1107,-0.03465909
379,1109,-0.050741
380,1111,-0.150802
381,1112,-0.040402833
382,1114,-0.056759756
383,1116,-0.044128034
384,1117,-0.026451135
385,1118,-0.029454948
386,1122,
387,1124,-0.04465558
388,1127,-0.03271951
389,1133,-0.058805514
390,1134,-0.0776126
391,1135,-0.04785279
392,1139,-0.042851847
393,1143,
394,1150,-0.023981431
395,1151,-0.033794004
396,1153,-0.08287038
397,1155,-0.067324735
398,1162,-0.054289576
399,1163,-0.06878236
400,1166,-0.19415696
401,1171,-0.027551973
402,1172,-0.029146904
403,1173,-0.07136225
404,1174,-0.0073701683
405,1177,-0.04719605
406,1178,-0.20551223
407,1184,-0.02157393
408,1185,-0.07226366
409,1186,-0.05704397
410,1187,-0.047026537
411,1188,-0.052337386
412,1191,-0.049614176
413,1207,-0.044034958
414,1213,-0.06183121
415,1215,-0.011863947
416,1223,-0.050193105
417,1227,-0.045079406
418,1236,
419,1237,
420,1238,-0.059360232
421,1241,-0.03694797
422,1248,-0.062818244
423,1250,-0.030304046
424,1251,-0.04833314
425,1253,-0.02033029
426,1255,-0.024729857
427,1257,-0.07315077
428,1261,-0.019727014
429,1262,-0.05781905
430,1265,-0.059420545
431,1273,-0.06898564
432,1277,-0.021068977
433,1278,-0.06675641
434,1280,-0.010466488
435,1284,-0.0044980887
436,1285,-0.061643783
437,1288,-0.03645468
438,1295,-0.05464293
439,1297,-0.085834235
440,1299,-0.060010415
441,1304,-0.017470779
442,1308,-0.069186814
443,1310,-0.03334024
444,1311,-0.056159597
445,1314,-0.064298674
446,1315,-0.056653127
447,1318,-0.17329188
448,1320,-0.056116115
449,1321,-0.047572725
450,1322,-0.056417663
451,1330,-0.035001945
452,1333,-0.081315875
453,1334,-0.06266421
454,1341,-0.074252136
455,1344,-0.08509118
456,1351,-0.06888643
457,1354,-0.19693659
458,1356,
459,1363,-0.04582468
460,1365,-0.023091158
461,1369,-0.05900524
462,1373,-0.0134810265
463,1375,-0.049350344
464,1377,-0.041834246
465,1379,-0.06850492
466,1380,-0.020429613
467,1381,-0.040447537
468,1384,-0.064584695
469,1390,-0.050330702
470,1393,-0.068030484
471,1395,
472,1399,-0.06200407
473,1400,-0.017923968
474,1401,-0.05931697
475,1404,-0.05522262
476,1408,-0.08145835
477,1409,-0.19525687
478,1413,-0.026385581
479,1416,-0.058190253
480,1418,-0.021378113
481,1423,-0.043143656
482,1424,-0.02224516
483,1425,-0.035229538
484,1433,-0.046385225
485,1434,-0.051003788
486,1436,-0.06857005
487,1442,-0.02986673
488,1444,-0.05518443
489,1445,-0.032594133
490,1452,-0.068293706
491,1455,-0.06603441
492,1462,
493,1467,-0.17777003
494,1472,-0.070764735
495,1475,-0.04631502
496,1493,-0.029384049
497,1501,-0.07369911
498,1503,-0.057068404
499,1504,-0.04693355
500,1505,-0.03270521
501,1511,-0.046655055
502,1512,
503,1513,-0.06525925
504,1514,-0.0525699
505,1528,-0.06498706
506,1533,-0.056223586
507,1534,-0.053007375
508,1536,-0.017777747
509,1537,-0.056148887
510,1539,-0.17530584
511,1550,-0.005815724
512,1552,-0.07836803
513,1554,-0.061046924
514,1555,-0.056632694
515,1556,-0.17224602
516,1559,-0.0383674
517,1563,-0.06286041
518,1566,-0.0667751
519,1567,-0.21337186
520,1568,-0.07623896
521,1571,-0.07395937
522,1572,-0.054969516
523,1574,
524,1577,-0.028937273
525,1583,-0.17749688
526,1585,-0.06100127
527,1586,-0.021315051
528,1587,-0.053881783
529,1596,-0.043972343
530,1602,-0.026559005
531,1604,-0.029772991
532,1605,-0.055827934
533,1610,-0.07698383
534,1611,-0.036554623
535,1616,-0.038341105
536,1617,-0.014455548
537,1618,-0.02986251
538,1622,-0.047931712
539,1623,-0.039474893
540,1628,-0.0815986
541,1631,-0.051293198
542,1632,-0.04526021
543,1633,-0.067452475
544,1634,-0.06600695
545,1636,-0.07072895
546,1637,-0.032933187
547,1643,-0.06258702
548,1644,-0.027379137
549,1646,-0.056042496
550,1648,-0.08082026
551,1651,-0.04898422
552,1656,-0.043561585
553,1658,-0.049875047
554,1659,-0.048835013
555,1665,-0.020982156
556,1666,-0.05740491
557,1670,-0.06790615
558,1674,-0.01627609
559,1679,-0.052309196
560,1680,-0.057833564
561,1683,-0.06054222
562,1686,-0.030962614
563,1691,-0.019441785
564,1693,-0.055627886
565,1696,-0.040785033
566,1697,-0.035921182
567,1703,-0.04875711
568,1706,-0.033718538
569,1709,-0.047244646
570,1710,-0.063292466
571,1712,
572,1713,-0.036794905
573,1718,-0.07604647
574,1719,-0.05143499
575,1722,-0.038013626
576,1723,-0.039433945
577,1724,-0.06698899
578,1728,-0.024080617
579,1730,-0.06362506
580,1732,-0.053353585
581,1737,-0.055969473
582,1745,-0.05874462
583,1747,-0.042188156
584,1748,-0.077920705
585,1755,-0.019560648
586,1759,-0.03317107
587,1761,-0.04589943
588,1764,-0.08150919
589,1765,-0.045277122
590,1766,-0.06851427
591,1768,-0.030586848
592,1770,-0.04481922
593,1771,-0.03072728
594,1774,-0.045662537
595,1785,-0.06294435
596,1788,-0.04608574
597,1792,-0.04465268
598,1794,-0.075163305
599,1797,-0.027935408
600,1798,-0.043116633
601,1799,-0.056380797
602,1802,-0.013461286
603,1806,-0.043125723
604,1808,-0.06585604
605,1810,-0.05661347
606,1818,-0.16206314
607,1819,-0.04418263
608,1820,-0.050177205
609,1822,-0.033822373
610,1826,-0.07185167
611,1827,-0.04047839
612,1835,-0.062862836
613,1841,-0.05611775
614,1842,-0.08481787
615,1843,-0.05729986
616,1846,-0.043696746
617,1849,-0.02084866
618,1850,-0.06122407
619,1851,-0.077449165
620,1857,
621,1858,-0.030648286
622,1860,-0.038668964
623,1861,-0.059968743
624,1864,-0.028271703
625,1869,-0.04296166
626,1871,
627,1872,-0.12167528
628,1875,-0.06066996
629,1878,-0.0637153
630,1879,-0.08148434
631,1885,-0.05481565
632,1888,-0.061894637
633,1889,-0.055843122
634,1890,-0.037943956
635,1896,-0.08300482
636,1897,-0.032644704
637,1898,
638,1900,-0.05658071
639,1905,-0.042782646
640,1908,-0.03709409
641,1909,-0.024809198
642,1913,
643,1918,-0.023305912
644,1922,-0.04499482
645,1923,-0.02869012
646,1925,-0.053481285
647,1926,-0.08589661
648,1927,-0.044038836
649,1930,-0.014870396
650,1935,-0.03156154
651,1939,-0.052882284
652,1942,-0.041789655
653,1943,
654,1948,-0.0895406
655,1949,-0.040023718
656,1951,-0.05805557
657,1953,-0.04735307
658,1959,
659,1963,-0.06467843
660,1967,-0.021112235
661,1973,-0.029732773
662,1975,-0.048943084
663,1976,-0.054789454
664,1990,-0.058161948
665,1993,-0.0685516
666,1997,-0.034325738
667,1999,-0.034497723
668,2001,-0.07494907
669,2004,-0.07058803
670,2010,-0.023036793
671,2013,-0.023509711
672,2017,-0.066707656
673,2021,-0.038475983
674,2023,-0.030097244
675,2026,-0.05174852
676,2037,-0.022013782
677,2039,-0.0559717
678,2041,-0.015408887
679,2046,-0.051653318
680,2050,-0.0438265
681,2060,-0.078049935
682,2067,-0.055527736
683,2069,-0.06610975
684,2072,-0.042597704
685,2074,-0.022841344
686,2079,-0.049458794
687,2083,-0.03248955
688,2085,-0.02515196
689,2087,-0.043915868
690,2093,-0.060943168
691,2094,-0.061490152
692,2097,-0.03722427
693,2103,-0.007497968
694,2104,
695,2107,-0.04857152
696,2108,-0.032029986
697,2110,-0.18093273
698,2115,-0.073301464
699,2117,-0.058621544
700,2125,-0.055649634
701,2127,-0.054171138
702,2133,-0.040659882
703,2134,-0.0561862
704,2135,-0.029840868
705,2141,-0.039387066
706,2143,-0.036309082
707,2145,-0.053602453
708,2146,-0.05678096
709,2147,-0.06146663
710,2148,
711,2149,
712,2165,-0.091328606
713,2166,-0.04749632
714,2177,-0.039045654
