,id,count
631,1885,37.56082
632,1888,99.587845
633,1889,70.84728
634,1890,135.69441
635,1896,174.34578
636,1897,194.34804
637,1898,
638,1900,69.93557
639,1905,86.66648
640,1908,106.44071
641,1909,137.9779
642,1913,
643,1918,122.07967
644,1922,207.03978
645,1923,159.01031
646,1925,213.45789
647,1926,175.28436
648,1927,221.523
649,1930,208.57716
650,1935,98.563324
651,1939,96.08132
652,1942,124.58133
653,1943,
654,1948,229.95833
655,1949,214.9287
656,1951,134.58394
657,1953,114.74682
658,1959,
659,1963,69.02762
660,1967,204.54634
661,1973,206.9943
662,1975,88.999275
663,1976,64.16074
664,1990,119.11497
665,1993,118.5601
666,1997,90.91871
667,1999,162.34041
668,2001,192.10437
669,2004,63.156685
670,2010,126.47773
671,2013,163.92278
672,2017,208.67934
673,2021,144.51657
674,2023,88.73884
675,2026,167.36458
676,2037,84.59644
677,2039,88.82806
678,2041,70.265656
679,2046,51.550575
680,2050,94.96871
681,2060,192.92653
682,2067,143.21324
683,2069,174.30441
684,2072,206.04709
685,2074,181.19887
686,2079,154.91469
687,2083,87.835045
688,2085,102.44627
689,2087,83.15522
690,2093,149.91002
691,2094,59.44361
692,2097,94.0618
693,2103,120.50257
694,2104,
695,2107,201.34496
696,2108,66.11177
697,2110,104.80744
698,2115,205.45648
699,2117,64.08002
700,2125,219.67465
701,2127,199.92455
702,2133,64.7702
703,2134,207.13173
704,2135,142.90086
705,2141,186.05992
706,2143,70.82892
707,2145,49.103905
708,2146,78.175285
709,2147,190.87761
710,2148,
711,2149,
712,2165,123.44711
713,2166,178.2619
714,2177,104.16895
